      674	2024-02-06 06:25:45	1	0	1	0
     1001	2024-02-06 07:13:27	1	0	1	0
      823	2024-02-06 07:24:00	1	0	1	0
      121	2024-02-06 07:24:08	1	0	1	0
      674	2024-02-06 12:00:07	1	1	1	0
      823	2024-02-06 12:00:15	1	1	1	0
     1001	2024-02-06 12:00:27	1	1	1	0
      121	2024-02-06 12:03:21	1	1	1	0
     1001	2024-02-06 12:12:23	1	0	1	0
      674	2024-02-06 12:15:51	1	1	1	0
      823	2024-02-06 12:41:16	1	0	1	0
      121	2024-02-06 12:41:30	1	0	1	0
     1001	2024-02-06 16:54:52	1	1	1	0
      823	2024-02-06 17:03:57	1	1	1	0
      674	2024-02-06 17:04:45	1	1	1	0
      121	2024-02-06 17:05:10	1	1	1	0
      674	2024-02-07 06:05:29	1	0	1	0
     1001	2024-02-07 07:21:00	1	0	1	0
      121	2024-02-07 07:24:08	1	0	1	0
      823	2024-02-07 07:33:50	1	0	1	0
      674	2024-02-07 12:00:08	1	1	1	0
      823	2024-02-07 12:01:44	1	1	1	0
     1001	2024-02-07 12:02:30	1	1	1	0
      121	2024-02-07 12:03:09	1	1	1	0
     1001	2024-02-07 12:21:41	1	0	1	0
      823	2024-02-07 12:23:07	1	0	1	0
      674	2024-02-07 12:32:01	1	0	1	0
      121	2024-02-07 12:44:08	1	0	1	0
     1001	2024-02-07 17:02:21	1	1	1	0
      674	2024-02-07 17:03:21	1	1	1	0
      823	2024-02-07 17:11:03	1	1	1	0
      121	2024-02-07 17:12:20	1	1	1	0
      674	2024-02-08 06:03:09	1	0	1	0
     1001	2024-02-08 07:18:58	1	0	1	0
      121	2024-02-08 07:24:06	1	0	1	0
      823	2024-02-08 07:39:13	1	0	1	0
      674	2024-02-08 12:00:24	1	1	1	0
     1001	2024-02-08 12:04:40	1	1	1	0
      121	2024-02-08 12:05:17	1	1	1	0
      823	2024-02-08 12:11:26	1	1	1	0
      823	2024-02-08 12:24:15	1	0	1	0
     1001	2024-02-08 12:30:05	1	0	1	0
      674	2024-02-08 12:30:25	1	0	1	0
      121	2024-02-08 12:48:17	1	0	1	0
     1001	2024-02-08 16:38:01	1	1	1	0
      674	2024-02-08 17:00:11	1	1	1	0
      823	2024-02-08 17:08:07	1	1	1	0
      121	2024-02-08 17:08:16	1	1	1	0
      674	2024-02-12 06:16:15	1	0	1	0
      148	2024-02-12 06:50:00	1	0	1	0
      705	2024-02-12 07:18:33	1	0	1	0
      823	2024-02-12 07:22:26	1	0	1	0
     1001	2024-02-12 07:22:47	1	0	1	0
      121	2024-02-12 07:30:12	1	0	1	0
      674	2024-02-12 12:00:58	1	1	1	0
      823	2024-02-12 12:05:32	1	1	1	0
      232	2024-02-12 12:05:43	1	1	1	0
      121	2024-02-12 12:14:47	1	1	1	0
      674	2024-02-12 12:15:13	1	0	1	0
     1001	2024-02-12 12:40:44	1	1	1	0
      121	2024-02-12 12:48:17	1	1	1	0
      823	2024-02-12 12:50:11	1	0	1	0
      232	2024-02-12 12:50:53	1	0	1	0
      232	2024-02-12 17:30:46	1	1	1	0
      470	2024-02-12 17:31:20	1	1	1	0
      674	2024-02-12 17:37:16	1	1	1	0
      823	2024-02-12 17:38:57	1	1	1	0
      121	2024-02-12 17:40:08	1	1	1	0
      674	2024-02-13 06:19:52	1	0	1	0
      121	2024-02-13 07:12:21	1	0	1	0
     1001	2024-02-13 07:16:04	1	0	1	0
      823	2024-02-13 07:19:10	1	0	1	0
      823	2024-02-13 12:00:10	1	1	1	0
      674	2024-02-13 12:00:35	1	1	1	0
      121	2024-02-13 12:01:05	1	1	1	0
     1001	2024-02-13 12:01:20	1	1	1	0
      470	2024-02-13 12:01:34	1	1	1	0
      674	2024-02-13 12:16:03	1	0	1	0
      232	2024-02-13 12:16:15	1	1	1	0
     1001	2024-02-13 12:19:14	1	0	1	0
      470	2024-02-13 12:43:43	1	0	1	0
      823	2024-02-13 12:48:11	1	0	1	0
      121	2024-02-13 12:49:09	1	0	1	0
      232	2024-02-13 12:49:17	1	0	1	0
      232	2024-02-13 17:30:13	1	1	1	0
      470	2024-02-13 17:30:43	1	1	1	0
     1001	2024-02-13 17:32:27	1	1	1	0
      823	2024-02-13 17:39:58	1	1	1	0
      121	2024-02-13 17:42:04	1	1	1	0
      674	2024-02-13 17:46:26	1	1	1	0
      674	2024-02-14 05:44:58	1	0	1	0
      705	2024-02-14 06:49:13	1	0	1	0
      148	2024-02-14 07:08:14	1	0	1	0
     1001	2024-02-14 07:20:08	1	0	1	0
      470	2024-02-14 07:27:03	1	0	1	0
      823	2024-02-14 07:28:24	1	0	1	0
      121	2024-02-14 07:36:24	1	0	1	0
      823	2024-02-14 12:01:18	1	1	1	0
     1001	2024-02-14 12:02:30	1	1	1	0
      470	2024-02-14 12:03:01	1	1	1	0
      674	2024-02-14 12:03:11	1	1	1	0
      121	2024-02-14 12:06:08	1	1	1	0
      705	2024-02-14 12:08:04	1	1	1	0
      823	2024-02-14 12:10:43	1	0	1	0
      674	2024-02-14 12:25:46	1	0	1	0
     1001	2024-02-14 12:34:57	1	0	1	0
      705	2024-02-14 12:35:24	1	0	1	0
      470	2024-02-14 12:44:11	1	0	1	0
      121	2024-02-14 12:45:52	1	0	1	0
      705	2024-02-14 17:30:15	1	1	1	0
      823	2024-02-14 17:30:23	1	1	1	0
     1001	2024-02-14 17:30:56	1	1	1	0
      470	2024-02-14 17:31:07	1	1	1	0
      121	2024-02-14 17:33:43	1	1	1	0
      674	2024-02-14 17:38:18	1	1	1	0
      674	2024-02-15 06:40:29	1	0	1	0
      148	2024-02-15 07:08:54	1	0	1	0
      823	2024-02-15 07:11:06	1	0	1	0
      121	2024-02-15 07:19:04	1	0	1	0
     1001	2024-02-15 07:19:38	1	0	1	0
      470	2024-02-15 07:27:22	1	0	1	0
      705	2024-02-15 07:30:48	1	0	1	0
      823	2024-02-15 12:00:17	1	1	1	0
      674	2024-02-15 12:01:34	1	1	1	0
     1001	2024-02-15 12:01:58	1	1	1	0
      705	2024-02-15 12:03:08	1	1	1	0
      121	2024-02-15 12:04:14	1	1	1	0
     1001	2024-02-15 12:09:05	1	0	1	0
      470	2024-02-15 12:12:03	1	1	1	0
      705	2024-02-15 12:14:29	1	0	1	0
      121	2024-02-15 12:15:04	1	0	1	0
      674	2024-02-15 12:32:32	1	0	1	0
      823	2024-02-15 12:46:21	1	0	1	0
      470	2024-02-15 12:46:39	1	0	1	0
      705	2024-02-15 12:46:52	1	0	1	0
      705	2024-02-15 17:30:02	1	1	1	0
      470	2024-02-15 17:30:35	1	1	1	0
     1001	2024-02-15 17:32:23	1	1	1	0
      823	2024-02-15 17:36:46	1	1	1	0
      121	2024-02-15 17:37:39	1	1	1	0
      823	2024-02-15 17:40:17	1	1	1	0
      674	2024-02-15 17:44:28	1	1	1	0
      674	2024-02-16 05:20:50	1	0	1	0
      148	2024-02-16 07:13:20	1	0	1	0
      823	2024-02-16 07:18:11	1	0	1	0
      121	2024-02-16 07:20:35	1	0	1	0
      705	2024-02-16 07:24:57	1	0	1	0
      132	2024-02-16 07:27:02	1	0	1	0
     1001	2024-02-16 07:28:20	1	0	1	0
      470	2024-02-16 07:30:54	1	0	1	0
      674	2024-02-16 12:00:09	1	1	1	0
      705	2024-02-16 12:01:17	1	1	1	0
     1001	2024-02-16 12:01:24	1	1	1	0
